Frage,Anzahl Trainingsfragen,Richtige Antwort,QAnswer-Antwort,Confidence,Precision,Recall,F-Score,Richtige Anzahl,QAnswer Anzahl,Schnittmenge
What are hospital information systems?,0,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT ?s0  WHERE { 		VALUES ?s0 { <http://www.snik.eu/ontology/bb/chapter4-2> }  },0.95,0,0.0,0,1,1, 0
Which organizational units are involved in information management?,510,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/OrganizationalUnit>  <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ?o1 .  }  LIMIT 1000,0.08,0,0.0,0,1,1, 0
Which organizational units are involved in information management?,520,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 ?o2 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Information> . 	 ?s1  <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ?o2 .  }  LIMIT 1000,0.02,0,0.0,0,1,5, 0
Which organizational units are involved in information management?,530,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Information> .  }  LIMIT 1000,0.14,0,0.0,0,1,5, 0
Which organizational units are involved in information management?,540,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  ?p1  <http://www.snik.eu/ontology/bb/OrganizationalUnit> .  }  LIMIT 1000,0.08,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,550,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/Management>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.06,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,560,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.12,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,570,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.16,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,580,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/InformationManagement>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.1,0,0.0,0,1,3, 0
Which organizational units are involved in information management?,590,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Information> .  }  LIMIT 1000,0.09,0,0.0,0,1,5, 0
Which organizational units are involved in information management?,600,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.1,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,610,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/OrganizationalUnit>  <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ?o1 .  }  LIMIT 1000,0.09,0,0.0,0,1,1, 0
Which organizational units are involved in information management?,620,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.14,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,630,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  ?p1  <http://www.snik.eu/ontology/bb/OrganizationalUnit> .  }  LIMIT 1000,0.08,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,640,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.15,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,650,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.16,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,660,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.08,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,670,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.14,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,680,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Information> .  }  LIMIT 1000,0.13,0,0.0,0,1,5, 0
Which organizational units are involved in information management?,690,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Information> .  }  LIMIT 1000,0.09,0,0.0,0,1,5, 0
Which organizational units are involved in information management?,700,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.11,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,710,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.14,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,720,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  ?p1  <http://www.snik.eu/ontology/bb/OrganizationalUnit> .  }  LIMIT 1000,0.07,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,730,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Information> .  }  LIMIT 1000,0.17,0,0.0,0,1,5, 0
Which organizational units are involved in information management?,740,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.16,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,750,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/InformationManagement>  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  ?o1 .  }  LIMIT 1000,0.13,0,0.0,0,1,3, 0
Which organizational units are involved in information management?,760,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  ?p1  <http://www.snik.eu/ontology/bb/OrganizationalUnit> .  }  LIMIT 1000,0.04,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,770,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.09,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,780,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.16,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,790,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?o1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isInvolvedIn>  ?o1 .  }  LIMIT 1000,0.07,0,0.0,0,1,82, 0
Which organizational units are involved in information management?,800,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.18,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,810,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?o1 WHERE { 	 <http://www.snik.eu/ontology/bb/chapter3-4>  ?p1  ?o1 . 	 ?o1  ?p2  <http://www.snik.eu/ontology/bb/OrganizationalUnit> .  }  LIMIT 1000,0.02,0,0.0,0,1,1, 0
Which organizational units are involved in information management?,820,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.11,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,830,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.08,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,840,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.09,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,850,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Information> .  }  LIMIT 1000,0.14,0,0.0,0,1,5, 0
Which organizational units are involved in information management?,860,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.12,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,870,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.13,0,0.0,0,1,2, 0
Which organizational units are involved in information management?,880,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/Information> .  }  LIMIT 1000,0.12,0,0.0,0,1,5, 0
Which organizational units are involved in information management?,890,SELECT DISTINCT ?s1 WHERE { ?s1 meta:functionComponent bb:InformationManagement . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/InformationManagement> .  }  LIMIT 1000,0.14,0,0.0,0,1,2, 0

What are the typical tasks for strategic HIS planning?,0,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?o2 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> . 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleFor>  ?o2 .  }  LIMIT 1000,0.53,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,10,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.77,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,20,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.72,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,30,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.75,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,40,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.89,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,50,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.83,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,60,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.84,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,70,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.75,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,80,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.85,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,90,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.84,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,100,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.82,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,110,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.81,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,120,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.77,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,130,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.81,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,140,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.78,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,150,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.75,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,160,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.8,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,170,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.8,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,180,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.78,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,190,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.86,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,200,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.81,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,210,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.82,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,220,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.77,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,230,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.75,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,240,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.73,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,250,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.79,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,260,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.74,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,270,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.72,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,280,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.74,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,290,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.69,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,300,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.79,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,310,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.79,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,320,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.76,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,330,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.73,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,340,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.76,0,0.0,0,13,0, 0
What are the typical tasks for strategic HIS planning?,350,SELECT DISTINCT ?s1 WHERE { ?s1 rdfs:subClassOf bb:StrategicHISPlanning . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.snik.eu/ontology/meta/isResponsibleForFunction>  <http://www.snik.eu/ontology/bb/StrategicHISPlanning> .  }  LIMIT 1000,0.77,0,0.0,0,13,0, 0
